file,source,rights
assets/heroes/07_larchmere_duplex_cleveland.jpg,shavitrootman.com repo,client-owned
assets/heroes/08_east_saint_joe_hillsdale.jpg,shavitrootman.com repo,client-owned
assets/heroes/09_budlong_street_hillsdale.jpg,shavitrootman.com repo,client-owned
assets/heroes/10_second_chance_ranch_hillsdale.jpg,shavitrootman.com repo,client-owned
assets/films/Larchmere Duplex — Showcase.mp4,repo assets/films prior Shavit property film,client-provided for this brand-film package
assets/music/candidates/5-heartland-main-title.mp3,"Pixabay 354086 Heartland — Content License, commercial OK, Jake-locked 7/3",client-provided for this brand-film package
assets/sanitized/01_river_street_hillsdale__chrome_clean.jpg,chrome-shape scrub of assets/heroes/01_river_street_hillsdale.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/02_34_mead_street_hillsdale__chrome_clean.jpg,chrome-shape scrub of assets/heroes/02_34_mead_street_hillsdale.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/03_2217_parkview_south_bend__chrome_clean.jpg,chrome-shape scrub of assets/heroes/03_2217_parkview_south_bend.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/04_cleveland_heights__chrome_clean.jpg,chrome-shape scrub of assets/heroes/04_cleveland_heights.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/05_west_side_cleveland__chrome_clean.jpg,chrome-shape scrub of assets/heroes/05_west_side_cleveland.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/06_61_salem_street_hillsdale__chrome_clean.jpg,chrome-shape scrub of assets/heroes/06_61_salem_street_hillsdale.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/07_larchmere_duplex_cleveland__chrome_clean.jpg,chrome-shape scrub of assets/heroes/07_larchmere_duplex_cleveland.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/08_east_saint_joe_hillsdale__chrome_clean.jpg,chrome-shape scrub of assets/heroes/08_east_saint_joe_hillsdale.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/09_budlong_street_hillsdale__chrome_clean.jpg,chrome-shape scrub of assets/heroes/09_budlong_street_hillsdale.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/10_second_chance_ranch_hillsdale__chrome_clean.jpg,chrome-shape scrub of assets/heroes/10_second_chance_ranch_hillsdale.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/after_018__chrome_clean.jpg,chrome-shape scrub of assets/cropped/after_018.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/after_019__chrome_clean.jpg,chrome-shape scrub of assets/cropped/after_019.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/after_038__chrome_clean.jpg,chrome-shape scrub of assets/cropped/after_038.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/after_039__chrome_clean.jpg,chrome-shape scrub of assets/cropped/after_039.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/after_044__chrome_clean.jpg,chrome-shape scrub of assets/cropped/after_044.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/after_051__chrome_clean.jpg,chrome-shape scrub of assets/cropped/after_051.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/after_055__chrome_clean.jpg,chrome-shape scrub of assets/cropped/after_055.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/before_009__chrome_clean.jpg,chrome-shape scrub of assets/cropped/before_009.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/sanitized/salem_clean_after__chrome_clean.jpg,chrome-shape scrub of assets/cropped/salem_clean_after.jpg,client-owned; derived from manifest-listed source; edge/dot UI scrub only
assets/music/candidates/8-heartland-rock.mp3,Pixabay 307616 (heartland rock),Pixabay Content License — commercial OK no attribution
assets/music/candidates/9-kansas-country-rock.mp3,Pixabay 282172 (Kansas Country Rock),Pixabay Content License — commercial OK no attribution
assets/music/candidates/10-cold-one-country-rock.mp3,Pixabay 271175 (Cold One),Pixabay Content License — commercial OK no attribution
assets/music/candidates/cr/*.mp3,"Pixabay country-rock batch (109257/273615/491574/349719/257212/276080/538394/414651/256065/496543) — track-9 lane for collage remaster",Pixabay Content License — commercial OK no attribution
assets/music/candidates/hl/*.mp3,"Pixabay heartland-rock batch (414567/388127/109531/490436 + reuse 307616/371219/354086) — Rust Belt register for MI/OH/IN collage remaster",Pixabay Content License — commercial OK no attribution
assets/music/candidates/re/*.mp3,"Pixabay real-estate premium batch (181761/456655/557877/558267/531502/116221/357216/500467) — genre-neutral cinematic listing-film register",Pixabay Content License — commercial OK no attribution
assets/music/candidates/am/*.mp3,"Pixabay premium-cinematic x America blend (384145/112623/304329/511351/511169 + reuse re/r4,r1) — real-estate polish with hopeful American uplift, no twang",Pixabay Content License — commercial OK no attribution
